snapshot_at,event_id,lobby_id,match_id,match_name,kickoff,match_status,market_id,market_status,question,outcome,crowd_probability
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,0e157f1d-fc6e-42f6-82c6-90529ac15f32,settled,Will South Korea score in the second half?,1,55.08670520231214
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,841314ca-dd2b-4024-98d3-6b7a565f25ad,settled,Will Son Heung-min score a goal (excluding own goals)?,0,40.29918509895227
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,89de397c-2a48-4552-bbd8-263cc7d4ce68,settled,Will South Korea have more shots on target than Czechia in the second half?,1,55.286043829296425
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,93b14829-1e24-4d3b-bfdd-cddc0bfce74b,settled,Will a penalty kick be awarded in the match?,0,33.080275229357795
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,9479126a-6f7a-4617-8dd5-9404e7d7c023,settled,Will Patrik Schick have at least 1 shot on target?,0,67.21627906976744
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,a9025eb4-f089-49dc-b9af-85e04b4615bb,settled,Will both teams score AND the match have 3 or more total goals?,1,38.218430034129696
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,b0df8016-c533-4023-b74f-4dd8d70cc06f,settled,Will there be 2 or more total cards shown in the second half?,0,57.94736842105263
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,b56f5878-b349-402a-aa0a-1d2ac6a3904e,settled,Will South Korea be caught offside 2 or more times?,1,51.858276643990926
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,b7995310-71f3-4a96-a11b-1332843d65b9,settled,"At halftime, will Czechia have more corner kicks than South Korea?",0,44.840262582056894
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,4a46d42d-a791-4150-bff0-7287446e03f4,KOR vs CZE,2026-06-12T02:00:00.000Z,settled,e7d19c59-aa0a-42b7-afe9-5db6ab9e601c,settled,Will South Korea win the match?,1,50.439772727272725
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,135f6145-c05f-465d-b078-56f142787754,settled,Will there be 4 or more total shots on target in the second half?,1,59.02513966480447
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,18e552dd-4bfe-42de-84de-cddda65ee76c,settled,"At halftime, will the match be tied?",0,46.73929590865842
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,27a8f2b6-2220-4065-a3e1-acd4899fad9b,settled,Will Canada win the match?,0,61.50931098696462
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,29bb38af-3c07-4c7b-a7fd-5742c6dba099,settled,Will Edin Džeko have at least 1 shot on target?,0,58.25536062378168
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,4764e2ed-3934-489e-89ba-c807860043bc,settled,Will Bosnia and Herzegovina score in the second half?,0,44.355899419729205
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,5ce9274e-e6a2-4fba-9b30-a25aa3c65b02,settled,Will Bosnia and Herzegovina commit more fouls than Canada?,1,63.87354260089686
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,9b567f11-be28-4cc0-9dc9-a38a4a3a9d80,settled,Will Jonathan David score a goal (excluding own goals)?,0,37.69796708615682
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,ad1e7582-0d8d-493f-8379-ad878e425d19,settled,Will a penalty kick be awarded OR a red card be shown?,0,40.93761814744801
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,c977c9c2-8f75-4349-8c17-d16f5581c6e3,settled,Will the second half have 2 or more total goals?,0,38.08317399617591
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f8d4585d-a929-4084-8f2a-25bf0999834b,CAN vs BIH,2026-06-12T19:00:00.000Z,settled,fa7aef4a-0024-4fa2-935b-ec34103a7fae,settled,Will Bosnia and Herzegovina have 5 or more corner kicks?,0,35.94236311239193
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,0cebcac7-078a-4d31-91bb-4d77398eb96b,settled,Will United States score the first goal of the game and Paraguay score in the second half?,1,31.328934010152285
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,19d983af-4175-418f-b303-79cdee780554,settled,Will Paraguay finish with more corner kicks than United States?,0,35.33062054933876
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,32a650bf-7d02-4c69-9ac6-959f8d0aeab9,settled,Will Paraguay score in the second half?,1,44.00924974306269
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,33e8ba65-9cd0-4125-b3d9-b9c0e5380ca9,settled,Will United States be caught offside 2 or more times?,1,56.12142152023692
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,37668b41-28f2-4612-ad4d-88aeda1d397a,settled,Will there be 4 or more total cards shown?,1,48.727085478887744
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,4b53c9c5-e9b5-4aab-a65a-93513050a97c,settled,Will the match have 3 or more total goals?,1,42.28615071283096
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,80b7efe8-2509-496c-acf1-b30196edfe57,settled,Will United States win the match?,1,60.03903903903904
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,91e621b2-9551-4eb6-bdda-77a1acfb3310,settled,Will Julio Enciso have at least 1 shot on target in the second half?,0,36.66386554621849
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,9a591eeb-3ad3-4234-bd84-f72819e94668,settled,"At halftime, will the match be tied?",0,44.89959016393443
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,f3e6d1f5-dfb2-4cab-8673-906307cc0b11,USA vs PAR,2026-06-13T01:00:00.000Z,settled,ff48e965-9564-4b72-ad93-c163d7261e67,settled,Will Folarin Balogun have at least 1 shot on target?,1,62.65253360910031
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,018e3215-6bf7-41a4-8344-4ba89e235ace,settled,Will Switzerland receive at least 1 card in the second half?,0,56.75979381443299
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,0e47a1b2-97bb-4993-87f8-96fcd9ca774f,settled,Will Qatar have 2 or more shots on target in the second half?,1,38.942740286298566
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,157a5c1f-b769-49c6-aec9-c305df9d55de,settled,Will both teams score AND the match have 3 or more total goals?,0,30.428716904276985
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,1b3d100e-f943-432c-93d4-9e900d641d97,settled,Will Switzerland be caught offside 2 or more times?,0,53.28353658536585
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,5214295f-dbe0-4d7a-839d-434b82b73753,settled,Will Akram Afif have at least 1 shot on target?,0,45.840503672612805
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,6bf2d51d-eda0-48eb-a902-e3a1fb5b7ca6,settled,Will Qatar score at least 1 goal?,1,40.02147239263804
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,7904c72f-34a8-467f-a973-873cd5953690,settled,"At halftime, will both teams have at least 1 shot on target?",1,59.25486381322957
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,96096e67-2fae-46e0-ae55-dc21beffb541,settled,Will Granit Xhaka have at least 1 shot on target?,0,47.96117523609654
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,b833736f-2ceb-43d8-9d34-f5889d1d3179,settled,Will Qatar commit more fouls than Switzerland?,1,64.47628865979381
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,c3312bad-7f26-4ff7-a3d9-994230bdb4bd,QAT vs SUI,2026-06-13T19:00:00.000Z,settled,bb71936a-f3b2-471d-acb9-669ab812674e,settled,Will Qatar have 2 or more shots on target?,1,56.699588477366255
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,392367b1-b47b-4920-ae1d-c3c7fb675199,settled,Will Morocco commit more fouls than Brazil?,0,61.22440087145969
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,42d78182-ee5b-454c-bb62-a3cfa4dff55b,settled,Will Brazil receive more cards than Morocco?,1,39.470588235294116
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,59d22f53-3ee9-44a6-af0e-ab58b39c7dfd,settled,Will Brazil win the match?,0,66.42663043478261
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,857e0698-4a30-4cfc-bcde-6181b948c4e9,settled,Will Brazil score more goals than Morocco in the second half?,0,55.43832599118943
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,8649273b-87e7-416f-a03b-b05e774ecdc4,settled,Will Morocco have 5 or more corner kicks?,0,38.105672969966626
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,92719977-57cd-4583-9a09-24def80c9080,settled,Will Morocco score the first goal of the second half?,0,31.511551155115512
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,a3d79142-3ea6-4c1d-a13d-67e04b8ba8bd,settled,Will Morocco have more shots on target than Brazil in the second half?,0,32.6028602860286
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,a52515a9-1090-4a79-9544-0169abdb8684,settled,Will Brazil be caught offside 2 or more times?,0,59.141783029001076
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,b6404af5-8040-45c1-88cd-daad734c5fc1,settled,Will the match be tied at halftime?,1,41.66629588431591
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d95d0e9c-c8dd-40af-9090-3df88d3c610d,BRA vs MAR,2026-06-13T22:00:00.000Z,settled,ee73b2d5-00bd-4ec2-9ebb-e2736692cc35,settled,Will both teams score AND the match have 3 or more total goals?,0,46.68866886688669
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,1dfd244d-4561-4460-85ad-12a746c3a982,settled,Will the second half have 2 or more total goals?,0,42.02893081761006
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,37fec408-3084-4038-9ae5-d99cff1afa7b,settled,Will Haiti score at least 1 goal?,0,45.19651741293532
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,43ffe712-57da-4107-962e-ff76d24d2d99,settled,Will the match be tied at halftime?,0,39.1926952141058
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,56e21ef3-f47d-4c7a-b4c9-da1551abf22f,settled,Will Duckens Nazon have at least 1 shot on target?,0,44.98969072164948
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,59ee969b-4573-4083-ba96-48268bb5c1df,settled,"In the second half, will Haiti have more corner kicks than Scotland?",1,29.763027295285358
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,76270eb4-6851-4fea-9fd1-07e0802e5099,settled,Will Haiti have more shots on target than Scotland in the second half?,1,27.043586550435865
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,9f0cc40a-fc82-4a87-901b-192241943c95,settled,Will Scott McTominay have at least 1 shot on target?,0,63.81353767560664
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,9f40d93a-86fc-4fb0-8d00-c757e7a51d93,settled,Will the match have 2 or fewer total goals?,1,46.46558197747184
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,acd311d3-289b-4606-80ad-9f8930ceb295,settled,Will a penalty kick be awarded OR a red card be shown?,0,41.76670870113493
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,d20b7c2a-eaca-48fb-9450-d9ce4549da0a,Haiti vs SCO,2026-06-14T01:00:00.000Z,settled,db412f70-1a62-49aa-8f95-0c757b0aeabc,settled,Will Haiti commit more fouls than Scotland?,1,62.141982864137084
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,a0bbbc58-9ead-47b4-a73a-953f75fe0a6d,AUS vs TUR,2026-06-14T04:00:00.000Z,settled,12cf4018-9c05-4a81-8449-10ff09e76da3,settled,Will Türkiye score in the second half?,0,60.244680851063826
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,a0bbbc58-9ead-47b4-a73a-953f75fe0a6d,AUS vs TUR,2026-06-14T04:00:00.000Z,settled,312a3ad2-59b4-4018-ae30-5de804380f94,settled,Will both teams score AND the match have 3 or more total goals?,0,37.5462962962963
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,a0bbbc58-9ead-47b4-a73a-953f75fe0a6d,AUS vs TUR,2026-06-14T04:00:00.000Z,settled,622f643e-28f2-4df1-abee-4e8cbb4713cc,settled,Will Türkiye have more shots on target than Australia in the second half?,1,61.87747035573123
2026-06-29T04:52:32+00:00,aa5572ec-5930-4d99-b06b-f8966333d172,8df8038c-fd2c-4a5f-be4e-0e11d5966c05,a0bbbc58-9ead-47b4-a73a-953f75fe0a6d,AUS vs TUR,2026-06-14T04:00:00.000Z,settled,6eaf3e84-c4eb-448e-9cb7-ae9e938d4b4f,settled,Will Australia be caught offside 2 or more times?,0,48.145888594164454
